Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method
72417147906,CADBURY WHEATIES 300G, Household,Tin,10,12,5, No Tax, exclusive
6.03E+12,CAMEL ANTISEPTIC 5OOML, Household,Tin,16,17.5,5, No Tax, exclusive
6.03E+12,CAMEL ANTISEPTIC ORIGINAL 1LT, Household,Tin,30,31,5, No Tax, exclusive
6.03E+12,CAMEL ANTISEPTIC ZESTY LIME 500ML, Household,Tin,16,17.5,5, No Tax, exclusive
8.89E+12,CAMEL HONEY ALMONDS 40G, Household,Tin,5,6,5, No Tax, exclusive
8.89E+12,CAMEL MIXED LUXURY 130G, Household,Tin,14,15,5, No Tax, exclusive
8.89E+12,CAMEL MIXED ROYAL NUTS 130GM, Household,Tin,20,21,5, No Tax, exclusive
8.89E+12,CAMEL MIXED SNACKS 150G SACHE, Household,Tin,7,8,5, No Tax, exclusive
8.89E+12,CAMEL MIXED SNACKS 300G SACHE, Household,Tin,12,13,5, No Tax, exclusive
8.89E+12,CAMEL NATURAL COCKTAIL MIX 150G SACHE, Household,Tin,17,18,5, No Tax, exclusive
8.89E+12,CAMEL NATURAL PISTACHIOS 40G, Household,Tin,5,7,5, No Tax, exclusive
8.89E+12,CAMEL ROASTED CASHEWS 130GM, Household,Tin,20,21,5, No Tax, exclusive
8.89E+12,CAMEL ROASTED CASHEWS 150G, Household,Tin,18,20,5, No Tax, exclusive
8.89E+12,CAMEL ROASTED PEANUT 130G, Household,Tin,7,8,5, No Tax, exclusive
8.89E+12,CAMEL SMOKED ALMONDS 150G, Household,Tin,20,21,5, No Tax, exclusive
8.49E+11,CAMELION 6LED POWER TORCH, Household,Tin,17,18,5, No Tax, exclusive
8.74E+11,CAMELION 9LED POWER TORCH, Household,Tin,28,30,5, No Tax, exclusive
8.49E+11,CAMELION COOLED 6LED RECHARBLE BATTERY, Household,Tin,21,22,5, No Tax, exclusive
8.74E+11,CAMELION TRAVLITE 3XLED, Household,Tin,19,20,5, No Tax, exclusive
8.49E+11,CAMELION TRAVLITE 6XLED, Household,Tin,31,32,5, No Tax, exclusive
8.89E+12,CAMELNATURAL BAKED PISTACHIOS 150G, Household,Tin,20,21,5, No Tax, exclusive
6.04E+12,CAMPERCHEE CROWN SUGAR BOTTLE, Household,Tin,110,11,5, No Tax, exclusive
6.04E+12,CAMPERCHEE CROWN SUGAR SACHET, Household,Tin,10,11,5, No Tax, exclusive
7811403,CANADA DRY 355ML, Household,Tin,3,4,5, No Tax, exclusive
7.64E+12,CANDEREL 40G, Household,Tin,15,17,5, No Tax, exclusive
7.64E+12,CANDEREL 75G, Household,Tin,20,23,5, No Tax, exclusive
60030,CAPRISUN FRUIT PUNCH PK OF 10 PCS, Household,Tin,14,15,5, No Tax, exclusive
87684000953,CAPRISUN PACIFIC COOLER 25% PK 10PCS, Household,Tin,14,15,5, No Tax, exclusive
87684000991,CAPRISUN STRAWBERRY AND KIWI 25% PK 10OCS, Household,Tin,14,15,5, No Tax, exclusive
87684001004,CAPRISUN WILD CHERRY 25% PK 10PCS, Household,Tin,14,15,5, No Tax, exclusive
60037,CARBOLIC CAKE SOAP PCS, Household,Tin,1.5,2,5, No Tax, exclusive
5.00E+12,CAREX COMPLETE WIPES S/S, Household,Tin,7,8,5, No Tax, exclusive
41498126643,CARLINI PURE CORN OIL 1.42L, Household,Tin,25,26,5, No Tax, exclusive
6.03E+12,CARNATION MILK 160G, Household,Tin,2.8,3,5, No Tax, exclusive
7.61E+12,CARNATION TOPPING EVAPORATED MILK 410G, Household,Tin,7,8,5, No Tax, exclusive
5.28E+12,CASTANIA CRISPY CORN, Household,Tin,4,8,5, No Tax, exclusive
5.28E+12,CASTANIA PUMPKIN SEEDS B/S, Household,Tin,20,21,5, No Tax, exclusive
5.28E+12,CASTANIA PUMPKIN SEEDS S/S, Household,Tin,7,8,5, No Tax, exclusive
5.28E+12,CASTANIA SMALL SEEDS, Household,Tin,7,8,5, No Tax, exclusive
5.28E+12,CASTANIA SMALL SEEDS B/S, Household,Tin,20,23,5, No Tax, exclusive
5.28E+25,CASTANIA SMALL SEEDS S/S, Household,Tin,9,10,5, No Tax, exclusive
5.28E+12,CASTANIA SUNFLOWER SEEDS S/S, Household,Tin,7,8,5, No Tax, exclusive
5.01E+12,CAUSTIC SODA DRAIN CLEANER 375G, Household,Tin,12.5,13,5, No Tax, exclusive
5.00E+12,CELEBRATIONS 8 FAMOUS BRANDS 680G, Household,Tin,60,62,5, No Tax, exclusive
6.00E+12,CEREBOS IODATED SALT 1KG, Household,Tin,20,25,5, No Tax, exclusive
6.00E+12,CEREBOS IODATED SALT 500G, Household,Tin,10,13,5, No Tax, exclusive
6.03E+12,CERELAC FRUITS TIN 400G, Household,Tin,10,14.5,5, No Tax, exclusive
6.03E+12,CERELAC MAIZE  TIN 400G, Household,Tin,10,13,5, No Tax, exclusive
6.03E+12,CERELAC MILLET 50G STRIP 10PC, Household,Tin,14,15,5, No Tax, exclusive
6.03E+12,CERELAC MILLET SACHE 50G PCS, Household,Tin,1.5,1.6,5, No Tax, exclusive
6.03E+12,CERELAC MILLET TIN 400G, Household,Tin,10,13,5, No Tax, exclusive
6.03E+12,CERELAC RICE SACHE 50G PCS, Household,Tin,1.5,1.6,5, No Tax, exclusive
6.03E+12,CERELAC RICE SACHE 50G STRIP 10PCS, Household,Tin,14,15,5, No Tax, exclusive
6.03E+12,CERELAC RICE TIN 400G, Household,Tin,12,14.5,5, No Tax, exclusive
6.03E+12,CERELAC WHEAT SACHE 50G, Household,Tin,1,1.6,5, No Tax, exclusive
6.03E+12,CERELAC WHEAT SACHE 50G STRIP 10PCS, Household,Tin,14,15,5, No Tax, exclusive
6.03E+12,CERELAC WHEAT TIN 400G, Household,Tin,10,13,5, No Tax, exclusive
6.00E+12,CERES 100% APPLE JUICE 1L, Household,Tin,10,10.5,5, No Tax, exclusive
6.00E+12,CERES 100% CRANBERRY AND KIWI 1L, Household,Tin,10,10.5,5, No Tax, exclusive
6.00E+12,CERES 100% JUICE RED GRAPE 1L, Household,Tin,10,10.5,5, No Tax, exclusive
6.00E+12,CERES 100% ORANGE JUICE 1L, Household,Tin,10,10.5,5, No Tax, exclusive
6.00E+12,CERES 100% WHITE GRAPE CAN PCS, Household,Tin,4.8,5,5, No Tax, exclusive
6.00E+12,CERES APPLE S/S PK, Household,Tin,15,16,5, No Tax, exclusive
6.00E+12,CERES CAN PINEAPPLE PK OF 6, Household,Tin,28,29,5, No Tax, exclusive
6.00E+12,CERES CAN RED GRAPE PK OF 6, Household,Tin,28,29,5, No Tax, exclusive
6.00E+12,CERES CAN SECRETS OF THE VALLEY PK 6, Household,Tin,28,29,5, No Tax, exclusive
6.00E+12,CERES CRANBERRY AND KIWI 1L, Household,Tin,9.5,10.5,5, No Tax, exclusive
8.58E+11,CERES goldcoast cocoa powder, Household,Tin,13,15,5, No Tax, exclusive
6.00E+12,CERES LITCHI 1L, Household,Tin,10,10.5,5, No Tax, exclusive
6.43E+11,CERES MANGO S/S, Household,Tin,15,16,5, No Tax, exclusive
6.00E+12,CERES MEDLEY OF FRUIT 100% S/S PK, Household,Tin,15,16,5, No Tax, exclusive
6.00E+12,CERES PASSION FRUIT, Household,Tin,9.5,10.5,5, No Tax, exclusive
6.00E+12,CERES PINEAPPLE S/S PK, Household,Tin,15,16,5, No Tax, exclusive
6.00E+12,CERES RED GRAPE S/S, Household,Tin,15,16,5, No Tax, exclusive
6.00E+12,CERES SECRETE OF THE VALLEY S/S PK, Household,Tin,15,16,5, No Tax, exclusive
6.00E+12,Ceres Secrets of the Valley (1L), Household,Tin,10,10.5,5, No Tax, exclusive
6.00E+12,CERES SPARKLING CAN 250ML, Household,Tin,4,5,5, No Tax, exclusive
6.00E+12,CERES SPARKLING CAN ORANGE, Household,Tin,4,5,5, No Tax, exclusive
6.00E+12,CERES WHISPERS S/S PACK, Household,Tin,15,16,5, No Tax, exclusive
9.01E+12,CERIWIP COOKING CREAM 1LT, Household,Tin,22,23,5, No Tax, exclusive
60067,CHADOMA SILVER SHINE SOFT PK, Household,Tin,3,4,5, No Tax, exclusive
3.34E+12,CHATEL MOUTARDE 370G, Household,Tin,6,8,5, No Tax, exclusive
3.34E+12,CHATEL MOUTARDE 850G, Household,Tin,15,17,5, No Tax, exclusive
16000435094,CHEERIOS TOASTED WHOLE GRAIN OAT CEREAL 1.1KG, Household,Tin,30,32,5, No Tax, exclusive
7.13E+11,CHEESE BALLS 16G, Household,Tin,0.7,1,5, No Tax, exclusive
5.06E+12,CHEWITS HAND SOAP (STRAWBERRY), Household,Tin,10,11,5, No Tax, exclusive
6.03E+12,CHIC CHOC VANILLA BISCUIT 14G PK, Household,Tin,5,6.5,5, No Tax, exclusive
5.01E+12,CHINESE CURRY COOKING SAUCE 425G, Household,Tin,19,20,5, No Tax, exclusive
6.93E+12,CHINESE TOILET PAPER BLACK PK, Household,Tin,28,31,5, No Tax, exclusive
6.03E+12,CHOCO MALT DRINK 500ML PCS, Household,Tin,2,3,5, No Tax, exclusive
6.03E+12,choco milo 137.5g, Household,Tin,5,5.5,5, No Tax, exclusive
60035,CHOCO PEIN BREAD CRUMS, Household,Tin,1.5,2,5, No Tax, exclusive
60123,CHRISMAS CARD WIFE, Household,Tin,18,20,5, No Tax, exclusive
60151,CHRISTMAS WISH FLORISTS CARD, Household,Tin,11,12,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS BOILED CHICK PEAS IN BRINE 400G, Household,Tin,5,5.5,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS BROWN  SPLIT BOURGOL, Household,Tin,8,10,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS CHICK PEAS 1KG, Household,Tin,22,24,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS CHICK PEAS DIP HOMMOS, Household,Tin,5,5.5,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS COOKED FAVA BEANS WITH CHICK PEAS 400G, Household,Tin,5,5.5,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS COOKED FAVA BEANS WITH CHILI, Household,Tin,5,6.5,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS FOUL MEDAMMES, Household,Tin,5,5.5,5, No Tax, exclusive
9055476,CHTOURA FIELDS GREEN LENTILS, Household,Tin,20,21,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS GRENADINE MOLASSES 270ML, Household,Tin,8,10,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS ROSENWASSER 250ML, Household,Tin,5,5.5,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS TAHINA 400G, Household,Tin,15,17,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS TAHINA 800G, Household,Tin,25,31,5, No Tax, exclusive
60147,CHTOURA FIELDS WHEAT SMOOTH 1KG, Household,Tin,9,10,5, No Tax, exclusive
5.29E+12,CHTOURA FIELDS WHITE VINEGAR 1LT, Household,Tin,5,7,5, No Tax, exclusive
60000,CHUPA CHUPS PCS, Household,Tin,1,1.5,5, No Tax, exclusive
8.41E+12,CHUPA CHUPS SACHE PK MILKY FRUIT 1440G, Household,Tin,148,150,5, No Tax, exclusive
20000073,CIEN MEN SHAVING TWIN BLADE 20X, Household,Tin,58,60,5, No Tax, exclusive
20542672,CIEN MEN TWIN BLADE 12X, Household,Tin,14,15,5, No Tax, exclusive
8.72E+12,CIF BATHROOM MOUSSE 500ML, Household,Tin,15,18,5, No Tax, exclusive
8.71E+12,CIF BATHROOM ULTRAFAST 450ML, Household,Tin,15,18,5, No Tax, exclusive
5.00E+12,CIF CREAM LEMON 500G, Household,Tin,11,12,5, No Tax, exclusive
5.00E+12,CIF CREAM ORIGINAL 500ML, Household,Tin,10,12,5, No Tax, exclusive
8.72E+12,CIF FLOOR CLEANER OCEAN 1000ML, Household,Tin,17,18,5, No Tax, exclusive
8.71E+12,CIF KITCHEN ULTRAFAST 450G, Household,Tin,17,18,5, No Tax, exclusive
8.71E+12,CIF MULTIPURPOSE WITH BLEACH 450ML, Household,Tin,16,20,5, No Tax, exclusive
6.03E+12,CINDY RICE 5KG, Household,Tin,25,30,5, No Tax, exclusive
65633435162,CINNAMON  TOAST CRUNCH 1.3KG, Household,Tin,59,60,5, No Tax, exclusive
5467890--098765678,CITY BREAD BUTTER, Household,Tin,5,7,5, No Tax, exclusive
5.04E+12,CLASSICS NAIL POLISH REMOVER 150ML, Household,Tin,5,6,5, No Tax, exclusive
40534695,CLAUSTHALER NON ALCOHOLIC BEER 330ML, Household,Tin,6,7,5, No Tax, exclusive
3.57E+12,CLEAN & CLEAR BLACKHEAD CLEARING 2IN1, Household,Tin,22,23,5, No Tax, exclusive
8.00E+12,CLEAN & CLEAR DEEP CLEANSING 200ML, Household,Tin,22,23,5, No Tax, exclusive
5.00E+12,CLEAN & CLEAR DEEP CLEANSING LOTION 200ML, Household,Tin,22,25,5, No Tax, exclusive
5.00E+12,CLEAN &CLEAR exfoliating daily wash, Household,Tin,22,23,5, No Tax, exclusive
7.37E+11,CLEAR ESSENCE COMPLEXION BAR 150G , Household,Tin,0,0,5, No Tax, exclusive
9.00E+12,CLIN WINDOWS & GLASS 500ML, Household,Tin,10,13,5, No Tax, exclusive
60010,CLOROX DISINFECTING WIPES 518G, Household,Tin,22,23,5, No Tax, exclusive
8.77E+21,CLOROX PERFORMANCE 3.57LT, Household,Tin,35,37,5, No Tax, exclusive
8.93E+12,CLOSE UP 160G, Household,Tin,5,6,5, No Tax, exclusive
6.03E+12,CLUB COLA 350ML, Household,Tin,1.5,2,5, No Tax, exclusive
6.03E+12,CLUB MUSCATELLA 0.35, Household,Tin,1.5,2,5, No Tax, exclusive
60137,CLUB MUSCATELLA PACK, Household,Tin,0,16,5, No Tax, exclusive
6.03E+12,CLUB ORANGE 350ML, Household,Tin,1.5,2,5, No Tax, exclusive
6.03E+12,CLUB QUININE 350ML, Household,Tin,1.5,2,5, No Tax, exclusive
6.03E+12,CLUB SODA 350ML PCS, Household,Tin,1.5,2,5, No Tax, exclusive
60104,CLUB SODA PK 12PCS, Household,Tin,15,16,5, No Tax, exclusive
6.03E+12,CLUB TONIC PCS, Household,Tin,1.8,2,5, No Tax, exclusive
60103,CLUB TONIC PK, Household,Tin,15,16,5, No Tax, exclusive
42117131,COCA COLA 0.35ML, Household,Tin,1.5,2,5, No Tax, exclusive
54491472,COCA COLA 0.5L, Household,Tin,3,3.5,5, No Tax, exclusive
5.45E+12,COCA COLA 1.5L, Household,Tin,7,8,5, No Tax, exclusive
5.45E+12,COCA COLA CAN 33CL, Household,Tin,2.5,3,5, No Tax, exclusive
60133,COCA COLA CAN 33CL PK 24, Household,Tin,35,66,5, No Tax, exclusive
5.00E+12,COCA COLA CLASSIC 12 PACK, Household,Tin,28,29,5, No Tax, exclusive
6792800,COCA COLA DIET 355ML PCS, Household,Tin,3.8,4,5, No Tax, exclusive
60141,COCA COLA DIET PK 12, Household,Tin,45,46,5, No Tax, exclusive
60036,COCA COLA LIGHT PCS 330ML CAN, Household,Tin,3.5,4,5, No Tax, exclusive
60149,COCA COLA PLASTIC 0.335ML PK, Household,Tin,22,23,5, No Tax, exclusive
5.00E+12,COCA COLA VANILLA 330ML, Household,Tin,3,3.5,5, No Tax, exclusive
9.50E+12,COCKTAIL CAN 33OML, Household,Tin,3,3.5,5, No Tax, exclusive
4.89E+12,COKE LIGHT CAN 330ML, Household,Tin,3,4,5, No Tax, exclusive
4.89E+12,COKE ZERO 330ML, Household,Tin,3,4,5, No Tax, exclusive
6.00E+12,COLGATE ADVANCED WHITE 100ML, Household,Tin,12,13,5, No Tax, exclusive
5.00E+12,COLGATE COOL STRIPE, Household,Tin,14,15,5, No Tax, exclusive
6.00E+12,COLGATE HERBAL 125ML, Household,Tin,5,6,5, No Tax, exclusive
8.71E+12,COLGATE MAX WHITE ONE, Household,Tin,10,16,5, No Tax, exclusive
8.85E+12,COLGATE MAXFRESH COOL MINT 100ML, Household,Tin,10,12,5, No Tax, exclusive
8.85E+12,COLGATE MAXFRESH COOLING CRYSTAL 100ML, Household,Tin,10,12,5, No Tax, exclusive
6.92E+12,COLGATE STRAWBERRY PASTE BABIES 0-2YRS 50ML, Household,Tin,8,9,5, No Tax, exclusive
6.92E+12,COLGATE TOOTHPASTE -5YRS, Household,Tin,8,9,5, No Tax, exclusive
8.85E+12,COLGATE TOTAL BLANCHEUR, Household,Tin,8,10,5, No Tax, exclusive
7.89E+12,COLGATE WHITENING TOOTHPASTE 100ML, Household,Tin,8,9,5, No Tax, exclusive
8.71E+12,COLMANS SEA FOOD SAUCE 155G, Household,Tin,13,14,5, No Tax, exclusive
8.71E+12,COMFORT AZUL 4L, Household,Tin,45,46,5, No Tax, exclusive
8.72E+12,COMFORT BLUE SKIES 1.5LT, Household,Tin,22,23,5, No Tax, exclusive
8.72E+12,COMFORT BLUE SKIES 3L, Household,Tin,34,35,5, No Tax, exclusive
8.71E+12,COMFORT BLUE SKIES 750ML, Household,Tin,12,13,5, No Tax, exclusive
8.71E+12,COMFORT HONEYSUCKLE 1.16L, Household,Tin,24,25,5, No Tax, exclusive
8.72E+12,COMFORT PURE 1.5L, Household,Tin,22,23,5, No Tax, exclusive
8.71E+12,COMFORT PURE 750ML, Household,Tin,12,13,5, No Tax, exclusive
8.71E+12,COMFORT PURE WHITE 4L, Household,Tin,45,46,5, No Tax, exclusive
8.71E+12,COMFORT SUN FRESH 4L, Household,Tin,0,46,5, No Tax, exclusive
8.72E+12,COMFORT SUNSHINY DAYS 1.5L, Household,Tin,22,23,5, No Tax, exclusive
8.72E+12,COMFORT SUNSHINY DAYS 3L, Household,Tin,34,35,5, No Tax, exclusive
8.71E+12,COMFORT SUNSHINY DAYS 750ML, Household,Tin,12,13,5, No Tax, exclusive
8.72E+12,COMFORT TROPICAL BURST 1.5L, Household,Tin,22,23,5, No Tax, exclusive
7.37E+11,COMPLEXION CLEANSING BAR 150G, Household,Tin,20,20,5, No Tax, exclusive
60050,COOKIES CAKE BANANA FLAVOUR, Household,Tin,9,10,5, No Tax, exclusive
60121,COOKIES CAKE CARROT FLAVOUR, Household,Tin,10,10,5, No Tax, exclusive
60051,COOKIES CAKE CHOCOLATE FLAVOUR, Household,Tin,9,10,5, No Tax, exclusive
6.03E+12,COOL BREEZE CRANBERRY AIR REFRESHNER PAPER, Household,Tin,5,6,5, No Tax, exclusive
6.03E+12,COOL BREEZE FREESIA AIR 8G, Household,Tin,5,6,5, No Tax, exclusive
6.03E+12,COOL BREEZE PAPER LAVENDER 8G, Household,Tin,5,6,5, No Tax, exclusive
60119,COOL IT ICE CUBES ONE PACK, Household,Tin,5.5,6,5, No Tax, exclusive
1.28E+12,CORAL HEAD ON VANNANEI PRAWNS 1KG, Household,Tin,85,86,5, No Tax, exclusive
5.00E+12,CORSODY MINT MOUTH WASH 300ML, Household,Tin,27,28,5, No Tax, exclusive
8.72E+12,COUNTRE DAIRY CHOCOLATE DRINK 3PACK, Household,Tin,8,9,5, No Tax, exclusive
60191,COUNTRE DAIRY CHOCOLATE MILK PK 3, Household,Tin,7,8,5, No Tax, exclusive
3.26E+12,COUSCOUS GRAIN MOYEM 500G, Household,Tin,10,12,5, No Tax, exclusive
8.59E+12,"COW & GATE BURSTING APPLE,BANANA & BERRIES 125G", Household,Tin,5,6,5, No Tax, exclusive
8.59E+12,COW & GATE BURSTING BERRY & BANANA 200G GLASS, Household,Tin,6.5,7,5, No Tax, exclusive
5.90E+12,COW & GATE CARROT & CHICKEN RISOTTO 125G, Household,Tin,5.5,6,5, No Tax, exclusive
5.90E+12,COW & GATE CHICKEN SUNDAY LUNCH 125G, Household,Tin,5.5,6,5, No Tax, exclusive
5.90E+12,COW & GATE MINI BEEF CASEROLL 125G, Household,Tin,5,6,5, No Tax, exclusive
5.90E+12,COW & GATE MY FIRST BOLOGNESE 125G, Household,Tin,5,6,5, No Tax, exclusive
5.90E+12,COW & GATE RICE PUDDING 200G GLASS, Household,Tin,6.5,7,5, No Tax, exclusive
8.59E+12,COW & GATE SCRUMPTIOUS PEACH & MANGO 200G, Household,Tin,6,7,5, No Tax, exclusive
5.90E+12,COW & GATE VEGGIE & TURKEY RISOTTO 125G, Household,Tin,5,6,5, No Tax, exclusive
6.01E+12,COWBELL CHOCO MALT 40G STRIP, Household,Tin,11,12,5, No Tax, exclusive
6.01E+12,COWBELL CHOCO MALT SACHE 40G, Household,Tin,1,1.3,5, No Tax, exclusive
6.01E+12,COWBELL COFFE 40G, Household,Tin,11,12,5, No Tax, exclusive
6.01E+12,COWBELL COFFE 40G PCS, Household,Tin,1,1.2,5, No Tax, exclusive
6.01E+12,COWBELL MOCHA 40G PCS, Household,Tin,1,1.2,5, No Tax, exclusive
6.01E+12,COWBELL POUCH SACHE 400G, Household,Tin,14,18,5, No Tax, exclusive
6.01E+12,COWBELL STRAWBERRY 40G, Household,Tin,11,12,5, No Tax, exclusive
6.01E+12,COWBELL STRAWBERRY 40G PCS, Household,Tin,1,1.2,5, No Tax, exclusive
6.01E+12,COWBELL TIN 400G, Household,Tin,15,19,5, No Tax, exclusive
6.01E+12,COWBELL VITA RICH MILK POWDER 14G PCS, Household,Tin,0.9,1,5, No Tax, exclusive
6.01E+12,COWBELL VITA RICH MILK POWDER 26G, Household,Tin,1,1.3,5, No Tax, exclusive
6.01E+12,CREAM CRACKERS CRISP CRACKERS 200G, Household,Tin,6,7,5, No Tax, exclusive
6.04E+12,CRYSTAL BROWN SUGAR B/S, Household,Tin,13,14.5,5, No Tax, exclusive
6.04E+12,CRYSTAL BROWN SUGAR S/S, Household,Tin,7,8.5,5, No Tax, exclusive
5.01E+12,CRYSTAL CLEAR APPLE LIQUID DETERGENT 450ML, Household,Tin,4,4.5,5, No Tax, exclusive
