Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
5000166146708,PEDIGREE DOG FOOD CAN 400G, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
60086,PEPSI BREAKABLE PCS, Household,Tin,0.8,1,5, No Tax, exclusive,,,,,,,,
012000800047,PEPSI CAN 300ML PCS, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
8934839120221,PEPSODENT CAVITY FIGHTER 175G, Household,Tin,5.5,6,5, No Tax, exclusive,,,,,,,,
8934839120085,PEPSODENT PASTE 65G, Household,Tin,2.5893,3,5, No Tax, exclusive,,,,,,,,
8934839121549,PEPSODENT TRIPLE PROTECTION ORIGINAL 140G, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
7891515931711,PERDIX CHICKEN GIZZARDS 1KG, Household,Tin,12,14,5, No Tax, exclusive,,,,,,,,
9887685595,PERK BISCUIT B/S PACK, Household,Tin,15,18,5, No Tax, exclusive,,,,,,,,
6033000301611,PERK BISCUIT S/S PCS, Household,Tin,0.5,0.6,5, No Tax, exclusive,,,,,,,,
60064,PERK MILK SHORT CAKE 40G S/S PK, Household,Tin,6,7,5, No Tax, exclusive,,,,,,,,
6033000301161,PERK MILK SHORTCAKE B/S PCS, Household,Tin,1,1.5,5, No Tax, exclusive,,,,,,,,
3179732337542,PERRIER 330ML, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
60184,PERRIER WATER PK 4, Household,Tin,30,31,5, No Tax, exclusive,,,,,,,,
8710908183676,PERSIL BIO 8.4KG, Household,Tin,165,166,5, No Tax, exclusive,,,,,,,,
8710908350771,PERSIL BIO CAPSULE 315G, Household,Tin,0,28.6,5, No Tax, exclusive,,,,,,,,
8710908183607,PERSIL COLOUR PROTECT 8.4KG, Household,Tin,165,166,5, No Tax, exclusive,,,,,,,,
8710908184000,PERSIL NON BIO 8.4KG, Household,Tin,165,166,5, No Tax, exclusive,,,,,,,,
8710908351051,PERSIL NON-BIO CAPSULE 315G PK 3, Household,Tin,83,85,5, No Tax, exclusive,,,,,,,,
8710908351051,PERSIL NON-BIO CAPSULES 315G, Household,Tin,28,28.6,5, No Tax, exclusive,,,,,,,,
5410091713065,PERSIL PROFESSIONAL UNIVERSAL 6.5KG, Household,Tin,140,141,5, No Tax, exclusive,,,,,,,,
3019080067015,PETIT NAVIRE 190G, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
8712100739231,PG TIPS 40PCS, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
8712100832147,PG TIPS BLACKCURRANT, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8710908908859,PG TIPS COOL CITRUS, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8712100830150,PG TIPS CRANBERRY & APPLE, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8710908918155,PG TIPS DECAFF, Household,Tin,8,21,5, No Tax, exclusive,,,,,,,,
8712100832901,PG TIPS GREEN TEA, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8712100832673,PG TIPS GREEN TEA FLORAL JASMINE, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8712100838378,PG TIPS GREEN TEA WITH REFRESHIMG MINT, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8712100832253,PG TIPS MINT & LIQUORICE, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8712100832864,PG TIPS ORANGE, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8710908976148,PG TIPS ORIGINAL B/S, Household,Tin,18,21,5, No Tax, exclusive,,,,,,,,
8712100832017,PG TIPS PEPPERMINT 27.5G, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8712100838521,PG TIPS RED BERRIES, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
8712100832246,PG TIPS SMOOTH GREEN LEMON TEA, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6033000180117,PICCADILLY GEM BISCUITS 4IN1, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
60026,PINEAPPLE FRESH FRUIT, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
60038,PLAY JELLY PCS, Household,Tin,0,0.5,5, No Tax, exclusive,,,,,,,,
8690120076379,PLAY JELLY PK OF 50PCS, Household,Tin,24,25,5, No Tax, exclusive,,,,,,,,
5000204689204,PLEDGE FURNITURE POLISH MULTI SURFACE 250ML, Household,Tin,11,11.5,5, No Tax, exclusive,,,,,,,,
5055028344105,PLEDGE FURNITURE POLISH WOOD 250ML, Household,Tin,11,11.5,5, No Tax, exclusive,,,,,,,,
5412514350000,POCO LOCO 6WRAPS, Household,Tin,16,17,5, No Tax, exclusive,,,,,,,,
5412514930875,poco loco flour tortillas 530g, Household,Tin,23,26,5, No Tax, exclusive,,,,,,,,
893594002075,POP CORNERS CARNIVAL KETTLE 28G, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
893594002068,POP CORNERS SALT OF THE EARTH 28G, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
893594002051,POP CORNERS WHITE CHEDDAR 28G, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
031146215782,POSTICK SNACK 70G, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
60027,POTATOES FRESH, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8997015692578,POWER+ MEDICATED SOAP, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
049000003710,POWERADE FRUIT PUNCH 591ML, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
049000045260,POWERADE GRAPE 591ML, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
049000007909,POWERADE MOUNTIN BERRY BLAST 591ML, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
6036000001918,POWERZONE THICK BLEACH 950ML, Household,Tin,6.5,7.5,5, No Tax, exclusive,,,,,,,,
876012010944,PRALIBEL BELGIAN CHOCOLATE RED 600G, Household,Tin,128,130,5, No Tax, exclusive,,,,,,,,
876012010944,PRALIBEL BELGIAN DARK CHOCOLATE, Household,Tin,128,130,5, No Tax, exclusive,,,,,,,,
5050565183408,PRE-SCHOOL MOTOR BIKE, Household,Tin,32,35,5, No Tax, exclusive,,,,,,,,
3228020355741,PRESIDENT BUTTER SALTED 200G, Household,Tin,13,14,5, No Tax, exclusive,,,,,,,,
3228022910023,PRESIDENT BUTTER UNSALTED 200G, Household,Tin,13,14,5, No Tax, exclusive,,,,,,,,
3228020160093,PRESIDENT MILK SEMI SKIMMED 1L, Household,Tin,9,9.5,5, No Tax, exclusive,,,,,,,,
3228020460322,PRESIDENT MILK SKIMMED 1LT, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
3228020460339,PRESIDENT WHOLE MILK 1L, Household,Tin,9,9.5,5, No Tax, exclusive,,,,,,,,
5031413903348,PRETTY COTTON BUD, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
5031413000023,PRETTY COTTON WOOL PLEAT 100G, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
5031413903744,PRETTY INTIMATE PANTY LINER 30 NORMAL, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
6036000033308,PRETTY LADY SANITARY PAD 12PCS, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
7622210120854,PRINCE CHOCO PRINCE, Household,Tin,3.5,4,5, No Tax, exclusive,,,,,,,,
5000232898876,PRINCES FRUIT COCKTAIL IN LIGHT SYRUP 410G, Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
5000232419408,PRINCES HOT DOGS, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
5000232899569,PRINCES STRAWBERRIES  IN LIGHT SYRUP 420G, Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
5000232818942,PRINCESS CORNED BEEF 325G, Household,Tin,22,24,5, No Tax, exclusive,,,,,,,,
3280842001008,PRINCESSE SARDINE, Household,Tin,3,3.2,5, No Tax, exclusive,,,,,,,,
5053990107261,PRINGLES BBQ SAUCE 40G, Household,Tin,4,5,5, No Tax, exclusive,,,,,,,,
03808500,PRINGLES CHEDDAR CHEESE 21G, Household,Tin,1.2,2.5,5, No Tax, exclusive,,,,,,,,
5053990138609,pringles cheese & onion 200g, Household,Tin,12,15,5, No Tax, exclusive,,,,,,,,
5053990140220,PRINGLES HOT AND SPICY 40G, Household,Tin,4,5,5, No Tax, exclusive,,,,,,,,
5053990118793,PRINGLES HOT&SPICE 40G, Household,Tin,4,5,5, No Tax, exclusive,,,,,,,,
5053990101573,PRINGLES ORIGINAL 165G, Household,Tin,10,14,5, No Tax, exclusive,,,,,,,,
5053990138616,PRINGLES ORIGINAL RED 200G, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
5053990137794,PRINGLES SALT & VINEGAR 40G, Household,Tin,4.5,5,5, No Tax, exclusive,,,,,,,,
5053990138630,PRINGLES SALT AND VINEGAR 200G, Household,Tin,12,15,5, No Tax, exclusive,,,,,,,,
5053990101597,PRINGLES SOUR CREAM & ONION 165G, Household,Tin,10,14,5, No Tax, exclusive,,,,,,,,
03808403,PRINGLES SOUR CREAM & ONION 21G, Household,Tin,1.5,2.5,5, No Tax, exclusive,,,,,,,,
5053990137800,PRINGLES SOUR CREAM & ONION 40G, Household,Tin,4,5,5, No Tax, exclusive,,,,,,,,
03808306,PRINGLES THE ORIGINAL 21G, Household,Tin,1.5,2.5,5, No Tax, exclusive,,,,,,,,
038000845512,PRINGLES THE ORIGINAL RED 40G, Household,Tin,5,5,5, No Tax, exclusive,,,,,,,,
8680731405590,PRUVA DAISY WET WIPES, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
8680731405569,PRUVA LAVANDER WET WIPES, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
8680731405583,PRUVA LILYUM WET WIPES, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
8680731405576,PRUVA ROSES WET WIPES, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
5031676005032,PUNCH & JUDY MILDY MINTY, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
5031676005070,PUNCH & JUDY ORANGEY 50ML, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
5031676005018,PUNCH & JUDY STRAWBERRY 50ML, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
5010102119062,PURDEYS EDGE 330ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
5024115330055,PURDEYS REJUVENATE 330ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
5060110220281,PURE 3 IN 1 MAKE UP REMOVAL CLEEANSING WIPES, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
5032619737584,PURE HEAVEN APPLE JUICE 1LT, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
5032619737508,PURE HEAVEN CRANBERRY 1LT, Household,Tin,7,9,5, No Tax, exclusive,,,,,,,,
5032619737546,PURE HEAVEN MANGO JUIC 1LT, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
5032619737485,PURE HEAVEN MULTIFRUIT 1LT, Household,Tin,7,9,5, No Tax, exclusive,,,,,,,,
5032619737607,PURE HEAVEN ORANGE JUICE 1LT, Household,Tin,7,9,5, No Tax, exclusive,,,,,,,,
5032619737461,PURE HEAVEN PINEAPLE & COCONUT JUICE 1LT, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
6001049050388,PURE JOY ORANGE SIX PACK, Household,Tin,21,22,5, No Tax, exclusive,,,,,,,,
6001049050371,PURE JOY PEACH 6 PACK, Household,Tin,21,22,5, No Tax, exclusive,,,,,,,,
02432946,PURE KLENZ HAND SANITISER 100ML, Household,Tin,6,7,5, No Tax, exclusive,,,,,,,,
6001049050395,PUREJOY PEACH FRUIT 200ML PK6, Household,Tin,21,22,5, No Tax, exclusive,,,,,,,,
8699415063612,PUREZONE 750ML, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
8.6994150636e+012,PUREZONE THICK BLEACH 2LT, Household,Tin,13,15,5, No Tax, exclusive,,,,,,,,
7613035156685,PURINA GO CAT WITH BEEF AND CHICKEN 340G, Household,Tin,10,13,5, No Tax, exclusive,,,,,,,,
7613035571853,PURINA GO CAT WITH CHICKEN AND DUCK 340G, Household,Tin,0,0,5, No Tax, exclusive,,,,,,,,
60136,QUAIL EGGS 30PCS PK, Household,Tin,19,20,5, No Tax, exclusive,,,,,,,,
8710100101218,QUAKER OATS TIN 500G, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
6186000077014,QUEEN ELIZABETH COCO BUTTER CREAM 500ML, Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
6186000077021,QUEEN ELIZABETH COCOA BUTTER CREAM 250ML, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
5285001261024,RAAD GREEN OLIVES 1KG GLASS, Household,Tin,27,28,5, No Tax, exclusive,,,,,,,,
5285001262021,RAAD PICKLES CUCUMBER 1KG GLASS, Household,Tin,20,22,5, No Tax, exclusive,,,,,,,,
4820194240039,RADANA SUNFLOWER OIL 3L, Household,Tin,30,33,5, No Tax, exclusive,,,,,,,,
8711700734776,RADOX MUSCLE  SOAK 500ML, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
5000231082849,RADOX SHOWER GEL EASTERN SPIRIT 500ML, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
5010182974223,RAID INSECTICIDE 650G, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
5010182974582,RAID INSECTICIDE SPRAY 300ML, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
5010182974483,RAID MAX 300ML, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
5287000294003,RAYAN DATES 1000G, Household,Tin,45,48,5, No Tax, exclusive,,,,,,,,
5287000294010,RAYAN DATES 500G, Household,Tin,23,25,5, No Tax, exclusive,,,,,,,,
60076,RAYNES VANILLA ESSENSE PCS, Household,Tin,2.3,2.5,5, No Tax, exclusive,,,,,,,,
90162602,RED BULL 250ML, Household,Tin,7,7.5,5, No Tax, exclusive,,,,,,,,
4800888184030,REXONA MEN XTRA COOL ROLL ON 50ML, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
6009615146442,RHODES 100% ORANGE JUICE BLEND 1L, Household,Tin,8.5,9.5,5, No Tax, exclusive,,,,,,,,
6009615146640,RHODES PINEAPPLE JUICE 1L, Household,Tin,8.5,9.5,5, No Tax, exclusive,,,,,,,,
6009615146541,RHODES STRAWBERRY & BANANA JUICE 1L, Household,Tin,8.5,9.5,5, No Tax, exclusive,,,,,,,,
5054267002050,RIBENA BLACKCURRANT 1LT, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
5054267006096,RIBENA BLACKCURRANT 250ML, Household,Tin,3,4,5, No Tax, exclusive,,,,,,,,
5054267003460,RIBENA JUICE BLACKCURRENT 1.5L BOTTLE, Household,Tin,37,40,5, No Tax, exclusive,,,,,,,,
8936007910023,RICE PAPER BAMBOO TREE 400G, Household,Tin,38,40,5, No Tax, exclusive,,,,,,,,
5012583202479,RIGHT GUARD DRY STICK 50ML, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
96123706,RIGHT GUARD ROLL ON WOMEN COOL 50ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
9000100600088,RIGHT GUARD SILVER ROLL ON 50ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
5012583200864,RIGHT GUARD TOTAL DEFENCE 5  COOL 250ML, Household,Tin,15,17,5, No Tax, exclusive,,,,,,,,
5012583204503,RIGHT GUARD TOTAL DEFENCE 5  FLORAL POWER 250ML, Household,Tin,15,17,5, No Tax, exclusive,,,,,,,,
5012583204817,RIGHT GUARD TOTAL DEFENCE 5  LINEN FRESH 250ML, Household,Tin,15,17,5, No Tax, exclusive,,,,,,,,
96138342,RIGHT GUARD TOTAL DEFENCE 5 INVISIBLE ROLL ON, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8693722004085,RINO PASTA 500G, Household,Tin,3,4,5, No Tax, exclusive,,,,,,,,
7622210157324,RITZ CRACKERS ORIGINAL 200G, Household,Tin,13.5,14.5,5, No Tax, exclusive,,,,,,,,
60150,ROBINSONS FRUIT SHOOT 200ML, Household,Tin,3.2,3.5,5, No Tax, exclusive,,,,,,,,
8996001302033,ROMA CREAM CRACKERS SUMBER VITAMIN, Household,Tin,3.5,4,5, No Tax, exclusive,,,,,,,,
8710448563976,ROSA MAYONNAISE 1000ML, Household,Tin,20,24,5, No Tax, exclusive,,,,,,,,
8710448563969,ROSA MAYONNAISE 250ML, Household,Tin,7,9,5, No Tax, exclusive,,,,,,,,
8710448561811,ROSA MAYONNAISE 500ML, Household,Tin,12,13.5,5, No Tax, exclusive,,,,,,,,
6034000083071,ROYAL APPLE DRINK, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
60173,ROYAL FEAST RICE 5KG, Household,Tin,0,40,5, No Tax, exclusive,,,,,,,,
2.3546789099e+013,ROYAL UMBRELLA 5KG, Household,Tin,38,42,5, No Tax, exclusive,,,,,,,,
5032619900186,ROYALTY GINGER NUTS 300G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
6034000252064,RUSH ENERGY DRINK, Household,Tin,1.5,2.5,5, No Tax, exclusive,,,,,,,,
60125,SABA WASHING POWDER 3KG, Household,Tin,26,27,5, No Tax, exclusive,,,,,,,,
7994750295478,SABANA GOLD CHILLI GINGER SAUCE 100ML, Household,Tin,19,20,5, No Tax, exclusive,,,,,,,,
60062,SACHE WATER BAG, Household,Tin,3.5,3.5,5, No Tax, exclusive,,,,,,,,
60101,SACHET WATER  PCS, Household,Tin,0,0.2,5, No Tax, exclusive,,,,,,,,
7893000750357,SADIA CHICKEN BREAST 2KG, Household,Tin,50,53,5, No Tax, exclusive,,,,,,,,
7893000072015,SADIA CHICKEN NUGGETS, Household,Tin,13,15,5, No Tax, exclusive,,,,,,,,
60095,SADIA CHICKEN THIGH 1KG, Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
7893000074583,SADIA CHICKEN WINGS 2KG, Household,Tin,55,57,5, No Tax, exclusive,,,,,,,,
7893000558595,SADIA FULL CHICKEN, Household,Tin,22,24,5, No Tax, exclusive,,,,,,,,
7893000050785,SADIA SAUSAGE, Household,Tin,5,6.5,5, No Tax, exclusive,,,,,,,,
8010966215174,SALSA TIN TOMATO 400G, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
8010966215167,SALSA TIN TOMATOES 21OG, Household,Tin,3,4,5, No Tax, exclusive,,,,,,,,
6001056414883,SALTICRAX CRACKERS ROASTED ONION 200G, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
4.5678909854e+016,SAMAD BASMATI RICE 5KG, Household,Tin,60,62,5, No Tax, exclusive,,,,,,,,
60045,SAMOSA, Household,Tin,13,14.5,5, No Tax, exclusive,,,,,,,,
4840317001743,SANDRA CREMELLO, Household,Tin,5,5.5,5, No Tax, exclusive,,,,,,,,
4840317001491,SANDRA DELICE CONE, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
4840317002009,SANDRA ESKIMO CHOCO, Household,Tin,3.5,4,5, No Tax, exclusive,,,,,,,,
4840317001736,SANDRA ICE POOF, Household,Tin,2.5,3,5, No Tax, exclusive,,,,,,,,
4840317002924,SANDRA MOMENT COCONUT FLAKES, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
4840317001514,SANDRA MOMENTS CARAMEL, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
4840317002238,SANDRA MOMENTS CHOCOLATE, Household,Tin,69,6.5,5, No Tax, exclusive,,,,,,,,
4840317000531,SANDRA SUPER CHOCOLATE, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
7876YT,SANDRA SUPER VANILLA, Household,Tin,2,2.5,5, No Tax, exclusive,,,,,,,,
8714789997872,SANEX ADVANCED ROLL ON 50ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8714789763163,SANEX DERMO EXTRA CONTROL SPRAY 150ML, Household,Tin,13,14,5, No Tax, exclusive,,,,,,,,
8714789763316,SANEX DERMO INVISIBLE SPRAY 250ML, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
8714789861791,SANEX DERMO SENSITIVE FOAM BATH 500ML, Household,Tin,18,20,5, No Tax, exclusive,,,,,,,,
8714789763347,SANEX DERMO SENSITIVE SPRAY 250ML, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
8714789762845,SANEX EXTRA CONTROL ROLL ON 50ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8714789762876,SANEX INVISITIVE ROLL ON 50ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8714789843025,SANEX MEN DOUBLE PROTECTION 250ML, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
8718951068377,SANEX MEN ROLL ON SENSITIVE 50ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8699415061281,SANOV FLOOR PLUS 4IN 1 2.5L, Household,Tin,25,26,5, No Tax, exclusive,,,,,,,,
8699415061298,SANOV FLOOR PLUS 4IN 1 5L, Household,Tin,38,40,5, No Tax, exclusive,,,,,,,,
8699415061274,SANOV FLOOR PLUS 4IN1 1L, Household,Tin,12.5,13.5,5, No Tax, exclusive,,,,,,,,
6036000056222,SANTOS GUM TUTTI, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
9501101380004,SANTOS MINT, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
9501101380028,SANTOS SWEET, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
688054000193,SAPORITO CANOLA OIL 5LT, Household,Tin,60,66,5, No Tax, exclusive,,,,,,,,
6034000026016,SASSO INSECTISIDE SPRAY 300ML, Household,Tin,9,10.5,5, No Tax, exclusive,,,,,,,,
6034000026146,SASSO INSECTISIDE SPRAY 750ML, Household,Tin,16,18,5, No Tax, exclusive,,,,,,,,
6034000026085,SASSO MOSQUITO COIL, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
6036000043925,SAVANNAH FOREST HONEY 750G, Household,Tin,15,17.5,5, No Tax, exclusive,,,,,,,,
6003001000509,SAVLON ANTISEPTIC 125ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
6003001000547,SAVLON ANTISEPTIC 250ML, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6003001000684,SAVLON ANTISEPTIC 2LT, Household,Tin,75,78,5, No Tax, exclusive,,,,,,,,
6.0030010006e+012,SAVLON ANTISEPTIC 500ML, Household,Tin,23,24,5, No Tax, exclusive,,,,,,,,
6003001000622,SAVLON ANTISEPTIC 750ML, Household,Tin,34,35,5, No Tax, exclusive,,,,,,,,
8699415061281,SAVOV FLOOR CLEANER 2.5LT, Household,Tin,25,26,5, No Tax, exclusive,,,,,,,,
4890008404308,SCHWEPPES DRY GINGER ALE 330ML PCS, Household,Tin,3,4,5, No Tax, exclusive,,,,,,,,
4890008405305,SCHWEPPES GINGER BEER 330ML, Household,Tin,3.8,4,5, No Tax, exclusive,,,,,,,,
4890008402304,SCHWEPPES SODA WATER 330ML PCS, Household,Tin,3.5,4,5, No Tax, exclusive,,,,,,,,
60138,SCHWEPPES TONIC PK, Household,Tin,94,95,5, No Tax, exclusive,,,,,,,,
5449000060310,SCHWEPPES TONIC WATER 330ML PCS, Household,Tin,3.5,4,5, No Tax, exclusive,,,,,,,,
1233045910471,SCRUBING BRUSH, Household,Tin,6.5,10,5, No Tax, exclusive,,,,,,,,
60060,SENAFF SUGAR 1KG, Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
60109,SENAFF SUGAR 2KG, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
60124,SENAFF SUGAR 5KG, Household,Tin,37,37,5, No Tax, exclusive,,,,,,,,
5000347014574,SENSODYNE COOL MINT MOUTH WASH 500ML, Household,Tin,23,24,5, No Tax, exclusive,,,,,,,,
9502930974969,SENSODYNE GEL 75ML, Household,Tin,15,18,5, No Tax, exclusive,,,,,,,,
9502930974921,SENSODYNE ORIGINAL 75ML, Household,Tin,14,16,5, No Tax, exclusive,,,,,,,,
5000347034091,SENSODYNE PRO NAMEL 75ML, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
8801043150620,SHIN RAMYUM NOODLE SOUP SACHE 120G, Household,Tin,4.6,5,5, No Tax, exclusive,,,,,,,,
8801043031011,SHINE CUP NOODLES SOUP 68G, Household,Tin,6,6.5,5, No Tax, exclusive,,,,,,,,
610696771995,SHINE FAMILY FORKS PACK OF 100, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8801043001786,SHRIMP CRACKERS HOT & SPICY 75G, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
8801043216128,SHRIMP FLAVOURED CRACKERS 75G, Household,Tin,6,6,5, No Tax, exclusive,,,,,,,,
5285000830306,SIBLOU WHITE TUNA 185G PCS, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
5283013311690,SIBLOU WHITE TUNA 3 IN 1, Household,Tin,20,21,5, No Tax, exclusive,,,,,,,,
60166,SILVER SHINE HARD PCS, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
4.9876536789e+016,SIMAVI GREEN LINE 5KG, Household,Tin,40,43,5, No Tax, exclusive,,,,,,,,
60015,SKIN GOURMET AFRICAN BLACK SOAP BAR, Household,Tin,24,25,5, No Tax, exclusive,,,,,,,,
60024,SKIN GOURMET BAOBAB FRUIT PULP 250G, Household,Tin,28,30,5, No Tax, exclusive,,,,,,,,
60021,SKIN GOURMET BAOBAB SUGAR SCRUB, Household,Tin,28,35,5, No Tax, exclusive,,,,,,,,
60019,SKIN GOURMET CASTOR OIL 500ML, Household,Tin,38,40,5, No Tax, exclusive,,,,,,,,
60014,SKIN GOURMET CLAY MASK 212ML, Household,Tin,28,30,5, No Tax, exclusive,,,,,,,,
60020,SKIN GOURMET COCOA BUTTER, Household,Tin,28,30,5, No Tax, exclusive,,,,,,,,
60018,SKIN GOURMET COCONUT OIL 500ML, Household,Tin,22,24,5, No Tax, exclusive,,,,,,,,
60163,SKIN GOURMET HIBISCUS WITH WILD HONEY 212ML, Household,Tin,34,35,5, No Tax, exclusive,,,,,,,,
60016,SKIN GOURMET MORINGA POWDER, Household,Tin,28,30,5, No Tax, exclusive,,,,,,,,
60013,SKIN GOURMET NEEM OIL 500ML, Household,Tin,24,25,5, No Tax, exclusive,,,,,,,,
60113,SKIN GOURMET PEPPERMINT SOAP 500ML, Household,Tin,27,28,5, No Tax, exclusive,,,,,,,,
60022,SKIN GOURMET SHEA BUTTER RAW & UNRIFINED 500ML, Household,Tin,28,30,5, No Tax, exclusive,,,,,,,,
60017,SKIN GOURMET TEA TREE 500ML, Household,Tin,24,25,5, No Tax, exclusive,,,,,,,,
60083,SKIN GOURNET WILD HONEY 500G, Household,Tin,28,30,5, No Tax, exclusive,,,,,,,,
037600223324,SKIPPY CREAMY PEANUT BUTTER 1.36KG, Household,Tin,48,50,5, No Tax, exclusive,,,,,,,,
037600223348,SKIPPY SUPPER CHUNK PEANUT BUTTER 1.36KG, Household,Tin,48,50,5, No Tax, exclusive,,,,,,,,
5000159314985,SKITTLES CRAZY SOURS 55G, Household,Tin,4.5,5,5, No Tax, exclusive,,,,,,,,
50159338,SKITTLES FRUIT 55G, Household,Tin,4.5,5,5, No Tax, exclusive,,,,,,,,
